field,region,land_type,fertility_score,season,crop,crop_predecessor,crop_yearold,area,hybrid,reproduction,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph
36.02.11.006.01,Воронеж,пашня,3,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,3,42.65,Песчаный 1251,РСт,Свои,минимальная,3.4,67.5,80,2.6,4.6
36.02.11.006.02,Воронеж,пашня,3,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,4,66.25,Песчаный 1251,РСт,Свои,минимальная,3.4,67.5,80,2.6,4.6
36.02.11.007.00,Воронеж,пашня,3,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,4,44.57,Песчаный 1251,РСт,Свои,минимальная,3.4,48,56,3.5,4.6
36.02.11.008.00,Воронеж,пашня,2,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,4,45.98,Песчаный 1251,РСт,Свои,минимальная,3.4,49,54,2.5,4.4
36.02.11.009.00,Воронеж,пашня,3,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,4,18.72,Песчаный 1251,РСт,Свои,минимальная,3.4,47,50,3.1,4.3
36.02.11.010.00,Воронеж,пашня,3,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,4,27.05,Песчаный 1251,РСт,Свои,минимальная,3.4,42,69,3.8,4.9
36.02.11.011.00,Воронеж,пашня,2,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,4,21.09,Песчаный 1251,РСт,Свои,минимальная,3.4,54,41,2.75,4.6
36.02.11.012.00,Воронеж,пашня,2,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,4,3.78,Песчаный 1251,РСт,Свои,минимальная,3.4,59,62,7.3,5.3
36.02.11.013.00,Воронеж,пашня,2,2023,Кукуруза силос,Кукуруза силос,,159.34,Золотой початок 200 СВ,F1,Покупные,минимальная,8.1,76,86,6.7,5.3
36.02.11.014.00,Воронеж,пашня,3,2023,Оз.пшеница мягкая,Кукуруза силос,,176.44,Безостая 100,РС-1,Свои,минимальная,5.7,94,115,6.5,5.6
36.02.11.015.00,Воронеж,пашня,2,2023,Кукуруза силос,Кукуруза зерно,,117.21,Креатив,F1,Покупные,минимальная,8.1,78,95,5.9,5.2
36.02.11.016.00,Воронеж,пашня,3,2023,Оз.пшеница мягкая,Кукуруза силос,,128.06,Безостая 100,РС-1,Свои,минимальная,5.7,83,104,6.6,5.4
36.02.11.017.00,Воронеж,пашня,3,2023,Подсолнечник,Кукуруза силос,,125.74,Суберик,F1,Покупные,минимальная,2.5,105,97,6.5,5.4
36.02.11.018.00,Воронеж,пашня,3,2023,Подсолнечник,Кукуруза силос,,51.16,Суберик,F1,Покупные,минимальная,2.5,74,94,6.6,5.4
36.02.11.019.00,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза силос,,56.49,Микси,F1,Покупные,минимальная,8.1,127,96,5.9,5.3
36.02.11.020.00,Воронеж,пашня,3,2023,Оз.пшеница мягкая,Лён масличный,,102.45,Безостая 100,РС-1,Свои,минимальная,5.7,145,87,5.9,5.7
36.02.11.021.00,Воронеж,пашня,3,2023,Яр.пшеница мягкая,Кукуруза зерно,,159.27,Ликамеро,ЭС,Покупные,минимальная,5,168,193,6.7,6
36.02.11.022.00,Воронеж,пашня,3,2023,Сах.свекла,Яр.ячмень,,197.84,Виорика,F1,Покупные,минимальная,45,111,115.5,7,5.55
36.02.11.023.00,Воронеж,пашня,2,2023,Оз.пшеница мягкая,Лён масличный,,85.1,Безостая 100,РС-1,Свои,минимальная,5.7,90,111,6.2,5.4
36.02.11.024.00,Воронеж,пашня,2,2023,Оз.пшеница мягкая,Кукуруза силос,,140.63,Безостая 100,РС-1,Свои,минимальная,5.7,89,109,6.2,5.5
36.02.11.025.00,Воронеж,пашня,3,2023,Сах.свекла,Яр.ячмень,,259.41,Виорика,F1,Покупные,минимальная,45,100.5,116.5,6.4,5.55
36.02.11.026.00,Воронеж,пашня,3,2023,Кукуруза зерно,Кукуруза зерно,,117.76,,F1,Покупные,минимальная,6.5,106,121,5.9,5.8
36.02.11.027.00,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,45.67,,,,минимальная,5.5,104,114,6,5.7
36.02.11.028.00,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,67.6,Виктория,ЭС,Свои,минимальная,5.5,98,116,5.4,5.7
36.02.11.029.00,Воронеж,пашня,3,2023,Люцерна 1 г.ж.корм,Яр.ячмень,1,69.82,Артемида,РС-2,Свои,минимальная,3,97,115,6.1,5.5
36.02.11.030.00,Воронеж,пашня,3,2023,Оз.пшеница мягкая,Кукуруза силос,,257.63,Безостая 100,РС-1,Свои,минимальная,5.7,128,133,6.2,5.6
36.02.11.031.01,Воронеж,пашня,3,2023,Кукуруза зерно,Кукуруза зерно,,205.2,Феномен,F1,Покупные,минимальная,6.5,121,128,6.6,5.3
36.02.11.031.02,Воронеж,пашня,3,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,4,6,Песчаный 1251,РСт,Свои,минимальная,3.4,121,128,6.6,5.3
36.02.11.031.03,Воронеж,пашня,3,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,3,5.18,Песчаный 1251,РСт,Свои,минимальная,3.4,121,128,6.6,5.3
36.02.11.032.00,Воронеж,пашня,3,2023,Кукуруза зерно,Кукуруза зерно,,246.2,,F1,Покупные,минимальная,6.5,121,134,6.1,5.3
36.02.11.033.01,Воронеж,пашня,3,2023,Кукуруза силос,Люцерна пр.лет корм,,4.26,Креатив,F1,Покупные,минимальная,8.1,159,148,6.4,5.4
36.02.11.033.02,Воронеж,пашня,3,2023,Кукуруза силос,Пар,,1.01,Креатив,F1,Покупные,минимальная,8.1,159,148,6.4,5.4
36.02.11.034.00,Воронеж,пашня,3,2023,Кукуруза силос,Люцерна пр.лет корм,,16.97,Креатив,F1,Покупные,минимальная,8.1,171,130,7.2,5.4
36.02.11.035.00,Воронеж,пашня,3,2023,Кукуруза силос,Люцерна пр.лет корм,,22.67,Креатив,F1,Покупные,минимальная,8.1,209,214,6.5,5.4
36.02.11.036.00,Воронеж,пашня,3,2023,Оз.пшеница мягкая,Лён масличный,,28.91,Безостая 100,РС-1,Свои,минимальная,5.7,112,90,6.6,5.4
36.02.11.037.00,Воронеж,пашня,3,2023,Оз.пшеница мягкая,Лён масличный,,55.8,Безостая 100,РС-1,Свои,минимальная,5.7,123,85,6.2,5.3
36.02.11.038.00,Воронеж,пашня,3,2023,Оз.пшеница мягкая,Лён масличный,,67.28,Безостая 100,РС-1,Свои,минимальная,5.7,79,87,5.3,5.3
36.02.11.039.00,Воронеж,пашня,3,2023,Подсолнечник,Кукуруза силос,,76.39,Суоми,F1,Покупные,минимальная,2.5,74,101,4.9,5
36.02.11.040.00,Воронеж,пашня,3,2023,Подсолнечник,Кукуруза силос,,134.76,Сузука,F1,Покупные,минимальная,2.5,81,105,5.7,5.3
36.02.11.041.00,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза силос,,13.68,Креатив,F1,Покупные,минимальная,8.1,84,58,5.3,5.8
36.02.11.042.00,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза силос,,12.76,Креатив,F1,Покупные,минимальная,8.1,75,51,5.6,5.3
36.02.11.043.00,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза силос,,10.51,Креатив,F1,Покупные,минимальная,8.1,41,36,5.8,5.2
36.02.11.044.00,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза силос,,9.87,Креатив,F1,Покупные,минимальная,8.1,84,58,5.8,5.2
36.02.11.045.00,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза силос,,12.08,Креатив,F1,Покупные,минимальная,8.1,64,57,6,5.4
36.02.11.046.00,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза силос,,15.18,Креатив,F1,Покупные,минимальная,8.1,82,57,6,5.4
36.02.11.047.01,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза силос,,30.77,,F1,Покупные,минимальная,8.1,106,117,5.7,5.4
36.02.11.047.02,Воронеж,пашня,3,2023,Пар,Кукуруза силос,,1.29,,,,,,106,117,5.7,5.4
36.02.11.048.01,Воронеж,пашня,3,2023,Кукуруза зерно,Кукуруза зерно,,38.26,,F1,Покупные,минимальная,6.5,64,90,5.4,5.1
36.02.11.048.02,Воронеж,пашня,3,2023,Пар,Кукуруза зерно,,2.1,,,,,,64,90,5.4,5.1
36.02.11.050.00,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза силос,,7.2,Креатив,F1,Покупные,минимальная,8.1,96,95,5.8,5.5
36.02.11.053.00,Воронеж,пашня,3,2023,Подсолнечник,Кукуруза силос,,231.41,Суберик,F1,Покупные,минимальная,2.5,88.5,92,5.55,5.2
36.02.11.054.00,Воронеж,пашня,3,2023,Кукуруза силос,Сах.свекла,,125.85,Микси,F1,Покупные,минимальная,8.1,74,95,5.4,5.2
36.02.11.055.01,Воронеж,пашня,3,2023,Сах.свекла,Оз.пшеница мягкая,,90.52,Мустанг,F1,Покупные,минимальная,45,72,91,5.6,5.3
36.02.11.055.02,Воронеж,пашня,3,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,7,5.03,Песчаный 1251,РСт,Свои,минимальная,3.4,72,91,5.6,5.3
36.02.11.056.00,Воронеж,пашня,3,2023,Сах.свекла,Оз.пшеница мягкая,,39.27,Мустанг,F1,Покупные,минимальная,45,89,88,5.9,5
36.02.11.057.00,Воронеж,луг,1,2023,Луг,Луг,,101.9,,,,,1,,,,
36.02.11.058.01,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза силос,,13.99,,,,минимальная,8.1,101,136,6.1,5
36.02.11.058.02,Воронеж,пашня,3,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,5,1.25,,,Свои,минимальная,3.4,101,136,6.1,5
36.02.11.059.01,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4,318.98,БН 06-18,РСт,Покупные,минимальная,5.5,97,101,5.6,5.2
36.02.11.059.02,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4,20,4020 МФ,РС-2,Покупные,минимальная,5.5,97,101,5.6,5.2
36.02.11.060.00,Воронеж,пашня,3,2023,Кукуруза силос,Кукуруза силос; Эсп.+костр.пр.лет корм,,43.11,Микси,F1,Покупные,минимальная,8.1,92,86,5.4,5
36.02.11.061.01,Воронеж,пашня,4,2023,Подсолнечник (аренда),Кукуруза силос,,36,,,,минимальная,,,,,
36.02.11.061.02,Воронеж,пашня,4,2023,Пар,Кукуруза силос,,10.44,,,,,,,,,
36.02.11.062.00,Воронеж,пашня,3,2023,Оз.пшеница мягкая,Лён масличный,,69,Губернатор Дона,РС-1,Свои,минимальная,5.7,,,,
36.02.16.001.00,Воронеж,пашня,4,2023,Сах.свекла,Оз.пшеница мягкая,,93.59,Армеса,F1,Покупные,минимальная,45,74,88,6.2,5.9
36.02.16.002.00,Воронеж,пашня,4,2023,Кукуруза зерно,Люцерна пр.лет корм,,63.41,Адевей,F1,Покупные,минимальная,6.5,96,131,6.4,5.5
36.02.16.003.00,Воронеж,пашня,4,2023,Кукуруза зерно,Люцерна пр.лет корм,,79.89,Адевей,F1,Покупные,минимальная,6.5,141,162,6.3,5.6
36.02.16.004.01,Воронеж,пашня,4,2023,Кукуруза зерно,Кукуруза силос,,76.48,КСС 7270,F1,Покупные,минимальная,6.5,88,104,6.2,5.5
36.02.16.004.02,Воронеж,пашня,4,2023,Пар,Кукуруза силос,,5.81,,,,,,88,104,6.2,5.5
36.02.16.005.01,Воронеж,пашня,4,2023,Кукуруза силос,Кукуруза зерно,,76.7,Адевей,F1,Покупные,минимальная,8.1,96,104,6,5.8
36.02.16.005.02,Воронеж,пашня,4,2023,Пар,Кукуруза зерно,,3,,,,,,96,104,6,5.8
36.02.16.006.01,Воронеж,пашня,4,2023,Кукуруза силос,Кукуруза зерно,,100.5,Галифакс,F1,Покупные,минимальная,8.1,109,168,6.2,5.6
36.02.16.006.02,Воронеж,пашня,4,2023,Пар,Кукуруза зерно,,5.53,,,,,,109,168,6.2,5.6
36.02.16.007.01,Воронеж,пашня,4,2023,Кукуруза силос,Люцерна пр.лет корм,,12.81,Галифакс,F1,Покупные,минимальная,8.1,174,226,5.9,6.5
36.02.16.007.02,Воронеж,пашня,4,2023,Пар,Люцерна пр.лет корм,,1.59,,,,,,174,226,5.9,6.5
36.02.16.008.00,Воронеж,пашня,4,2023,Кукуруза силос,Люцерна пр.лет корм,,138.12,Галифакс,F1,Покупные,минимальная,8.1,104,148.5,5.9,6
36.02.16.009.00,Воронеж,пашня,4,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,73.81,,,,минимальная,3,134,181,6.3,5.8
36.02.16.010.01,Воронеж,пашня,4,2023,Сах.свекла,Оз.пшеница мягкая,,78.11,БТС 590,F1,Покупные,минимальная,45,78,70,6.1,6.2
36.02.16.010.02,Воронеж,пашня,4,2023,Сах.свекла,Оз.пшеница мягкая,,57.13,БТС 590,F1,Покупные,минимальная,45,78,70,6.1,6.2
36.02.16.011.01,Воронеж,пашня,4,2023,Кукуруза зерно,Кукуруза зерно,,111.88,,F1,Покупные,минимальная,6.5,116,161,6.3,5.8
36.02.16.011.02,Воронеж,пашня,4,2023,Кукуруза силос,Кукуруза зерно,,20,,F1,Покупные,минимальная,8.1,116,161,6.3,5.8
36.02.16.012.00,Воронеж,пашня,4,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,100.75,,,,минимальная,3,96,92,6.5,5.7
36.02.16.013.00,Воронеж,пашня,4,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,6.15,,,,минимальная,3,82,127,6,5.7
36.02.16.014.00,Воронеж,пашня,4,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,24.6,,,,минимальная,3,82,136,6,5.9
36.02.16.015.00,Воронеж,пашня,4,2023,Кукуруза силос,Люцерна пр.лет корм,,61.63,Феномен,F1,Покупные,минимальная,8.1,89,104,6.1,5.7
36.02.16.016.00,Воронеж,пашня,4,2023,Кукуруза зерно,Люцерна пр.лет корм,,58.82,Галифакс,F1,Покупные,минимальная,6.5,87,93,6.2,5.5
36.02.16.018.00,Воронеж,пашня,4,2023,Кукуруза зерно,Люцерна пр.лет корм,,208.58,Феномен,F1,Покупные,минимальная,6.5,139,121,6.1,5.8
36.02.16.019.00,Воронеж,пашня,4,2023,Кукуруза зерно,Люцерна пр.лет корм,,17.96,Галифакс,F1,Покупные,минимальная,6.5,135,126,6.1,5.8
36.02.16.020.00,Воронеж,пашня,3,2023,Аренда,Аренда,,92.06,,,,,,204,76,6,5.4
36.02.16.021.00,Воронеж,пашня,4,2023,Люцерна 1 г.ж.корм,Одн.тр.суданская тр.корм.,1,157.7,,,,минимальная,3,123,117,6.1,5.3
36.02.16.022.00,Воронеж,пашня,4,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,138.23,,,,минимальная,3,94,109,5.9,5.6
36.02.16.023.00,Воронеж,пашня,4,2023,Кукуруза зерно,Люцерна пр.лет корм,,119.46,Галифакс,F1,Покупные,минимальная,6.5,85,118,6,5.8
36.02.16.024.00,Воронеж,пашня,3,2023,Кукуруза зерно,Люцерна пр.лет корм,,72.8,Галифакс,F1,Покупные,минимальная,6.5,108,138,6.1,5.5
36.02.16.025.00,Воронеж,пашня,4,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,71.1,,,,минимальная,3,97,99,5.5,5.7
36.02.16.026.00,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,29.77,Планет,РС-1,Свои,минимальная,5.5,160,161,5.2,5.7
36.02.16.027.00,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4,41.54,,,Покупные,минимальная,5.5,85,71,5.2,5.7
36.02.16.028.00,Воронеж,пашня,4,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,104.43,Планет,РС-1,Свои,минимальная,5.5,84,106,4.7,5.6
36.02.16.029.00,Воронеж,пашня,4,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,138.15,БН 06-18,РС-1,Свои,минимальная,3,104,118,5.4,5.5
36.02.16.030.00,Воронеж,пашня,3,2023,Кукуруза зерно,Люцерна пр.лет корм,,58.13,Максалия,F1,Покупные,минимальная,6.5,80,92,5.5,5.5
36.02.16.031.00,Воронеж,пашня,3,2023,Кукуруза зерно,Люцерна пр.лет корм,,31.14,Максалия,F1,Покупные,минимальная,6.5,71,102,5.4,5.8
36.02.16.032.00,Воронеж,пашня,3,2023,Кукуруза зерно,Кукуруза силос,,24.08,КСС 7270,F1,Покупные,минимальная,6.5,69,84,4.4,5.1
36.02.16.033.00,Воронеж,пашня,4,2023,Кукуруза силос,Кукуруза силос,,92.08,КСС 7270,F1,Покупные,минимальная,8.1,113,139,5,6
36.02.16.034.00,Воронеж,пашня,4,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,51.68,Планет,РС-1,Свои,минимальная,5.5,90,97,5.1,5.8
36.02.16.036.01,Воронеж,пашня,3,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,22.07,,,,минимальная,3,151,159,5.8,5.7
36.02.16.036.02,Воронеж,пашня,3,2023,Аренда,Аренда,,65.95,,,,,,151,159,5.8,5.7
36.02.16.037.00,Воронеж,пашня,4,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,172.68,БН 06-18,РС-1,Свои,минимальная,3,124.5,135.5,5.5,5.7
36.02.16.038.01,Воронеж,пашня,4,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,53.08,Планет,ЭС,Свои,минимальная,3,147,104,5.4,5.8
36.02.16.038.02,Воронеж,пашня,4,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,24.37,БН 06-18,РС-1,Свои,минимальная,3,147,104,5.4,5.8
36.02.16.039.00,Воронеж,пашня,3,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,9.05,,,,минимальная,3,70,92,4.8,6.3
36.02.16.040.00,Воронеж,пашня,4,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,39.05,,,,минимальная,3,87,120,5.3,5.6
36.02.16.041.00,Воронеж,луг,1,2023,Луг,Луг,,52.51,,,,,1,,,,
36.02.16.042.00,Воронеж,пашня,4,2023,Люцерна 1 г.ж.корм,Оз.пшеница мягкая,1,40,,,,минимальная,3,,,,
36.02.16.043.00,Воронеж,пашня,2,2023,Залежь,Залежь,,2.5,,,,,,,,,
36.02.16.044.00,Воронеж,пашня,3,2023,Кукуруза зерно,,,38.92,Золотой початок 200 СВ,F1,Покупные,минимальная,6.5,,,,
36.02.17.001.00,Воронеж,пашня,2,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,4,28.57,Песчаный 1251,РСт,Свои,минимальная,3.4,57,70,5.8,5.6
36.02.17.002.00,Воронеж,пашня,2,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,4,3.77,Песчаный 1251,РСт,Свои,минимальная,3.4,57,70,6.9,6.1
36.02.17.003.00,Воронеж,пашня,3,2023,Подсолнечник,Кукуруза силос,,96.64,Фаусто ШТ,F1,Покупные,минимальная,2.5,57,73,5.5,6
36.02.17.004.00,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,3,3.98,Планет,РС-1,Свои,минимальная,5.5,78,71,6.5,6.1
36.02.17.005.00,Воронеж,пашня,3,2023,Яр.ячмень,Кукуруза силос,,16.13,Вакула,РС-1,Свои,минимальная,5,48,59,5.2,5.7
36.02.17.006.00,Воронеж,пашня,3,2023,Яр.ячмень,Кукуруза силос,,18.78,Вакула,РС-1,Свои,минимальная,5,72,75,4.8,6.1
36.02.17.007.00,Воронеж,пашня,3,2023,Яр.ячмень,Кукуруза силос,,8.44,Вакула,РС-1,Свои,минимальная,5,,,,
36.02.17.008.00,Воронеж,пашня,3,2023,Кукуруза зерно,Кукуруза силос,,44.73,Максалия,F1,Покупные,минимальная,6.5,94,75,5.9,6
36.02.17.009.00,Воронеж,пашня,3,2023,Яр.ячмень,Кукуруза силос,,8.11,Вакула,РС-1,Свои,минимальная,5,68,97,3.7,6.9
36.02.17.010.00,Воронеж,пашня,2,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,3,47.44,Планет,РС-1,Свои,минимальная,5.5,107,116,5.3,6.4
36.02.17.011.00,Воронеж,пашня,2,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,3,85.89,Планет,РС-1,Свои,минимальная,5.5,224,110,4.7,5.7
36.02.17.012.00,Воронеж,пашня,2,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,3,66.04,Планет,РС-1,Свои,минимальная,5.5,204,148,4.2,5.3
36.02.17.013.00,Воронеж,пашня,2,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.1 г.ж.корм,2,73.54,Песчаный 1251,РСт,Свои,минимальная,3.4,167,83,2.4,5.1
36.02.17.014.00,Воронеж,пашня,2,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.1 г.ж.корм,2,45.39,Песчаный 1251,РСт,Свои,минимальная,3.4,104,68,4.1,6.2
36.02.17.015.00,Воронеж,пашня,3,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,4,24.81,Песчаный 1251,РСт,Свои,минимальная,3.4,138,112,5.7,5.6
36.02.17.016.00,Воронеж,пашня,3,2023,Оз.пшеница мягкая,Кукуруза силос,,98.88,Губернатор Дона,РС-1,Свои,минимальная,5.7,90,114,3.4,5.4
36.02.17.017.00,Воронеж,пашня,3,2023,Оз.пшеница мягкая,Кукуруза силос,,56,Губернатор Дона,РС-1,Свои,минимальная,5.7,119,134,3.5,5.1
36.02.17.018.00,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,120.57,Виктория,ЭС,Свои,минимальная,5.5,104,100,5.4,5.7
36.02.17.019.00,Воронеж,пашня,2,2023,Кукуруза силос,Люцерна пр.лет корм,,97.33,Креатив,F1,Покупные,минимальная,8.1,127,139,3.4,5.2
36.02.17.020.00,Воронеж,пашня,2,2023,Эсп.+костр.пр.лет корм,Эсп.+костр.пр.лет корм,3,72.61,Песчаный 1251,РСт,Свои,минимальная,3.4,39,56,2.7,5.1
36.02.17.021.00,Воронеж,пашня,3,2023,Оз.пшеница мягкая,Лён масличный,,105.24,Губернатор Дона,РС-1,Свои,минимальная,5.7,116,80,4.7,5.6
36.02.17.022.00,Воронеж,пашня,3,2023,Кукуруза силос,Люцерна пр.лет корм,,101.02,Креатив,F1,Покупные,минимальная,8.1,90,79,5.4,5.8
36.02.17.023.00,Воронеж,пашня,3,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,3,110.87,Планет,РС-1,Свои,минимальная,5.5,122,83,6,5.9
36.02.17.024.00,Воронеж,пашня,4,2023,Лён масличный,Подсолнечник,,71.55,РФН,РС-1,Свои,минимальная,1.8,,,,
36.02.17.025.01,Воронеж,пашня,4,2023,Лён масличный,Подсолнечник,,67.82,РФН,РС-1,Свои,минимальная,1.8,,,,
36.02.17.025.02,Воронеж,пашня,4,2023,Пар,Подсолнечник,,8.13,,,,,,,,,
36.02.17.026.00,Воронеж,пашня,4,2023,Лён масличный,Подсолнечник,,81.1,РФН,РС-1,Свои,минимальная,1.8,,,,
36.02.17.027.00,Воронеж,пашня,3,2023,Кукуруза зерно,Пар,,7.61,Креатив,F1,Покупные,минимальная,6.5,,,,
36.02.18.001.00,Воронеж,пашня,4,2023,Сах.свекла,Оз.пшеница мягкая,,79.24,БТС 590,F1,Покупные,минимальная,46.965,192.5,182.5,4.65,5.25
36.02.18.002.00,Воронеж,пашня,4,2023,Яр.ячмень,Кукуруза зерно,,78.02,,,,минимальная,5.1126,153,157,5,5.4
36.02.18.003.01,Воронеж,пашня,4,2023,Яр.ячмень,Кукуруза зерно,,66.48,,,,минимальная,5.1126,222,184,5.1,5.4
36.02.18.003.02,Воронеж,пашня,4,2023,Пар,Кукуруза зерно,,0.72,,,,,,222,184,5.1,5.4
36.02.18.004.00,Воронеж,пашня,4,2023,Яр.пшеница мягкая,Соя,,114.61,,,,минимальная,4.5,172,133,4.9,5.3
36.02.18.005.01,Воронеж,пашня,4,2023,Сах.свекла,Оз.пшеница мягкая,,19.08,,,,минимальная,46.965,220,184,5,5.4
36.02.18.005.02,Воронеж,пашня,4,2023,Пар,Оз.пшеница мягкая,,0.85,,,,минимальная,,220,184,5,5.4
36.02.18.005.03,Воронеж,пашня,4,2023,Сах.свекла,Оз.пшеница мягкая,,59.43,,,,минимальная,46.965,220,184,5,5.4
36.02.18.006.00,Воронеж,пашня,4,2023,Яр.ячмень,Соя,,30.16,,,,минимальная,5.1126,221,194,5,6
36.02.18.007.00,Воронеж,пашня,4,2023,Яр.ячмень,Кукуруза зерно,,47.66,,,,минимальная,5.1126,246,243,5.65,6.2
36.02.18.008.01,Воронеж,пашня,4,2023,Сах.свекла,Оз.пшеница мягкая,,99.95,,,,минимальная,46.965,225,167,5.2,5.6
36.02.18.008.02,Воронеж,пашня,4,2023,Сах.свекла,Оз.пшеница мягкая,,19.31,,,,минимальная,46.965,225,167,5.2,5.6
36.02.18.009.00,Воронеж,пашня,4,2023,Подсолнечник кондит.,Кукуруза зерно,,113.8,,,,минимальная,2.156,188,159,4.6,5.4
36.02.18.010.00,Воронеж,пашня,4,2023,Кукуруза зерно,Оз.пшеница мягкая,,89.89,,F1,Покупные,минимальная,6.51,233,163,5,5.5
36.02.18.011.00,Воронеж,пашня,4,2023,Сах.свекла,Оз.пшеница мягкая,,52.19,,,,минимальная,46.965,245,182,4.6,5.5
36.02.18.012.01,Воронеж,пашня,4,2023,Подсолнечник кондит.,Яр.ячмень,,110.28,,,,минимальная,2.156,212,155,5.4,5.6
36.02.18.012.02,Воронеж,пашня,4,2023,Пар,Яр.ячмень,,1.64,,,,,,212,155,5.4,5.6
36.02.18.013.00,Воронеж,пашня,4,2023,Яр.ячмень,Кукуруза зерно,,96.04,,,,минимальная,5.1126,245,212,5.2,5.8
36.02.18.014.00,Воронеж,пашня,4,2023,Яр.ячмень,Кукуруза зерно,,30.88,,,,минимальная,5.1126,140,162,4.6,5.5
36.02.18.015.00,Воронеж,пашня,4,2023,Оз.пшеница мягкая,Соя,,54.38,Губернатор Дона,РС-2,Свои,минимальная,5.69943,221,219,5.4,5.6
36.02.18.016.00,Воронеж,пашня,4,2023,Подсолнечник кондит.,Кукуруза зерно,,86.97,,,,минимальная,2.156,171,154,4.3,5.7
36.02.18.017.01,Воронеж,пашня,4,2023,Сах.свекла,Оз.пшеница мягкая,,44.76,,,,минимальная,46.965,159,109,4.7,5.4
36.02.18.017.02,Воронеж,пашня,4,2023,Пар,Оз.пшеница мягкая,,4.18,,,,,,159,109,4.7,5.4
36.02.18.017.03,Воронеж,пашня,4,2023,Сах.свекла,Оз.пшеница мягкая,,30.44,,,,минимальная,46.965,159,109,4.7,5.4
36.02.18.018.01,Воронеж,пашня,4,2023,Яр.пшеница мягкая,Соя,,105.41,,,,минимальная,4.5,154,132,4.9,5.5
36.02.18.018.02,Воронеж,пашня,4,2023,Оз.пшеница мягкая,Соя,,26.91,Губернатор Дона,РС-2,Свои,минимальная,5.69943,154,132,4.9,5.5
36.02.18.019.00,Воронеж,пашня,4,2023,Яр.ячмень,Соя,,86.85,,,,минимальная,5.1126,235,161,4.6,5.8
